Variant,Sec,Date,TotalTrades,AvgReturnBps,TotalLongTrades,AvgLongReturn,TotalShortTrades,AvgShortReturn,TotalPosTrades,AvgPosReturn,TotalNegTrades,AvgNegReturn,10%ileRet,90%ileRet,10%ileLongRet,90%ileLongRet,10%ileShortRet,90%ileShortRet,MaxConsecutiveLosses,MaxConsecutiveProfits,MaxDrawdown,StrikeRate,TotalPosRet/TotalRet,AvgPosRet/AvgNegRet,AvgDuration,AvgLongDuration,AvgShortDuration,AvgProfitDuration,AvgLossDuration, nextTradeSlippage, avgCaseSlippage, bestCaseSlippage, worstCaseSlippage, avgSignalDuration
10_5_MaxPos_1,LAURUSLABS-EQ,20161219,78,3.3482260222358,39,1.91218818260385,39,4.78426386186775,35,29.1884873377517,43,-17.6845448159749,-27.0889768701813,41.5627597672486,-22.9286086503387,38.3996678947642,-31.5291644771414,42.4189126273861,9,6,222.999788351814,44.8717948717949,3.91174253989876,-1.65050826252452,264.948717948718,284.307692307692,245.589743589744,337.571428571429,205.837209302326,0,0,0,0,0.0970234741784038
13_5_MaxPos_1,LAURUSLABS-EQ,20161219,96,1.50445160521329,48,0.806246283007419,48,2.20265692741916,40,24.8615024924806,56,-15.1791561714062,-21.8351962568235,35.1748396441134,-21.8351962568235,42.608469732398,-20.6654267410622,35.1748396441134,13,6,196.578315128038,41.6666666666667,6.885538448675,-1.63787118412508,215.0625,215.125,215,303.35,152,0,0,0,0,0.0969295774647887
20_30_MaxPos_1,LAURUSLABS-EQ,20161219,120,-0.46702486912988,60,-0.834209339766093,60,-0.099840398493668,41,23.6484584447021,79,-12.9826554497262,-22.002200220022,30.3649023611329,-22.002200220022,30.3649023611329,-20.6654267410622,32.4454445549218,22,4,403.763735622679,34.1666666666667,-17.3007702644621,-1.82154248306734,171.833333333333,176.166666666667,167.5,254.90243902439,128.721518987342,0,0,0,0,0.0968075117370892
21_5_MaxPos_1,LAURUSLABS-EQ,20161219,118,-0.275108966977465,59,-0.701725632567627,59,0.151507698612697,39,24.5439209092433,79,-12.5275414375168,-21.8351962568235,30.3649023611329,-22.002200220022,30.3649023611329,-19.9171864353478,32.4454445549218,20,4,370.80179601851,33.0508474576271,-29.4864029659169,-1.95919694472057,174.762711864407,179.949152542373,169.576271186441,267.871794871795,128.79746835443,0,0,0,0,0.0968169014084507
,,,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34_5_MaxPos_1,LAURUSLABS-EQ,20161219,122,-1.62290313087418,61,-1.62001685699976,61,-1.6257894047486,39,20.7131985302965,83,-12.1181798150387,-19.9380869930217,19.763873719249,-20.7986688851913,26.0294653547816,-18.8699025055037,19.763873719249,25,4,501.018766409562,31.9672131147541,-4.07999232430794,-1.70926647784111,168.819672131148,168.114754098361,169.524590163934,263.923076923077,124.132530120482,0,0,0,0,0.0966948356807512
,,,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5_5_MaxPos_1,LAURUSLABS-EQ,20161219,21,3.66846273964522,10,0.543883225813169,11,6.50898957040163,12,37.6488734729156,9,-41.6387515713819,-55.5876029157271,73.5713175483136,-55.5876029157271,64.2287371801512,-44.7613594961745,124.662372740494,3,6,284.892068818616,57.1428571428571,5.86448425713159,-0.90417872899896,986.809523809524,526.5,1405.27272727273,1200.66666666667,701.666666666667,0,0,0,0,0.0972910798122066
