Variant,Sec,Date,TotalTrades,AvgReturnBps,TotalLongTrades,AvgLongReturn,TotalShortTrades,AvgShortReturn,TotalPosTrades,AvgPosReturn,TotalNegTrades,AvgNegReturn,10%ileRet,90%ileRet,10%ileLongRet,90%ileLongRet,10%ileShortRet,90%ileShortRet,MaxConsecutiveLosses,MaxConsecutiveProfits,MaxDrawdown,StrikeRate,TotalPosRet/TotalRet,AvgPosRet/AvgNegRet,AvgDuration,AvgLongDuration,AvgShortDuration,AvgProfitDuration,AvgLossDuration,nextTradeSlippage, avgCaseSlippage, bestCaseSlippage, worstCaseSlippage, avgSignalDuration
10_5_MaxPos_1,LAURUSLABS-EQ,20161219,78,3.3482260222358,39,1.91218818260385,39,4.78426386186775,35,29.1884873377517,43,-17.6845448159749,-27.0889768701813,41.5627597672486,-22.9286086503387,38.3996678947642,-31.5291644771414,42.4189126273861,9,6,222.999788351814,44.8717948717949,3.91174253989876,-1.65050826252452,264.948717948718,284.307692307692,245.589743589744,337.571428571429,205.837209302326,0,0,0,0,0.0970234741784038
